engine_id,cycle,rul,sensor_2,sensor_3,sensor_4,sensor_7,sensor_11,sensor_12,sensor_15,sensor_20,sensor_21
14,133,47,643.11,1588.88,1414.47,553.05,47.71,520.65,8.4806,38.87,23.2308
14,134,46,642.62,1595.28,1419.82,552.35,47.7,520.5,8.4672,38.69,23.1382
14,135,45,642.9,1596.5,1420.67,552.25,47.75,521.4,8.4685,38.65,23.2326
14,136,44,642.9,1596.7,1417.65,553.2,47.86,520.38,8.4709,38.73,23.2425
14,137,43,643.14,1592.94,1418.4,552.45,47.86,520.45,8.4983,38.64,23.2578
14,138,42,642.71,1597.39,1413.75,552.8,47.79,521.51,8.4703,38.56,23.2453
14,139,41,642.49,1597.56,1416.19,552.89,47.66,520.94,8.5034,38.77,23.2039
14,140,40,643.0,1594.04,1418.96,552.37,47.73,520.74,8.4521,38.6,23.236
14,141,39,642.73,1591.56,1416.07,552.86,47.83,521.64,8.4564,38.7,23.2822
14,142,38,643.17,1596.65,1419.46,552.6,47.8,521.05,8.4881,38.61,23.1289
14,143,37,643.83,1602.38,1424.5,551.87,47.89,521.23,8.471,38.63,23.1855
14,144,36,642.94,1598.1,1418.51,553.11,47.72,520.98,8.4984,38.81,23.275
14,145,35,642.95,1595.13,1417.8,552.84,47.76,520.53,8.4734,38.79,23.2519
14,146,34,643.29,1600.49,1412.14,552.5,47.88,521.28,8.4806,38.69,23.1929
14,147,33,642.48,1595.06,1418.83,551.87,47.83,521.22,8.4962,38.69,23.1172
14,148,32,642.7,1602.88,1416.34,552.46,47.83,520.67,8.4826,38.78,23.1352
14,149,31,642.75,1596.64,1415.99,552.56,47.76,520.74,8.4905,38.58,23.1669
14,150,30,642.93,1599.37,1425.59,552.29,47.87,520.45,8.4634,38.73,23.2591
14,151,29,642.76,1597.42,1415.01,551.72,47.85,520.51,8.465,38.66,23.1887
14,152,28,643.21,1597.04,1425.5,551.75,47.88,520.07,8.4977,38.51,23.0942
14,153,27,643.44,1597.84,1422.09,552.66,47.86,520.29,8.4838,38.49,23.2527
14,154,26,643.65,1593.88,1421.06,552.49,47.87,520.18,8.4842,38.62,23.1276
14,155,25,643.41,1599.68,1427.29,551.92,47.94,520.11,8.5095,38.58,23.2144
14,156,24,643.08,1597.24,1430.86,551.93,47.86,520.56,8.4856,38.57,23.1665
14,157,23,642.88,1600.49,1424.63,552.07,47.95,520.66,8.4878,38.61,23.0881
14,158,22,643.04,1592.95,1410.81,552.78,47.9,520.61,8.4561,38.53,23.2146
14,159,21,642.66,1598.57,1415.71,552.32,48.03,520.74,8.5229,38.71,23.0629
14,160,20,643.08,1601.66,1424.61,551.74,47.82,520.53,8.476,38.75,23.0957
14,161,19,643.24,1599.97,1419.35,552.14,47.97,520.55,8.4682,38.51,23.032
14,162,18,643.06,1602.62,1422.23,551.89,48.14,519.97,8.4898,38.67,23.2032
14,163,17,643.08,1592.53,1419.39,551.91,47.99,520.6,8.4926,38.66,23.1457
14,164,16,642.88,1603.43,1428.09,552.11,47.94,520.11,8.4684,38.4,23.1089
14,165,15,643.2,1601.09,1426.66,551.9,47.96,520.57,8.5097,38.6,23.1437
14,166,14,643.24,1600.42,1420.87,552.07,47.92,519.94,8.4781,38.58,23.1287
14,167,13,643.57,1605.27,1425.5,552.38,47.91,520.18,8.5039,38.56,23.0397
14,168,12,643.79,1600.93,1428.22,552.31,47.93,520.04,8.5399,38.52,23.2179
14,169,11,643.14,1602.39,1425.41,552.43,47.96,520.11,8.4984,38.49,23.0382
14,170,10,643.1,1608.89,1428.7,552.23,48.1,520.67,8.4978,38.51,23.1406
14,171,9,643.45,1608.22,1424.48,552.76,48.18,519.76,8.5326,38.31,23.1044
14,172,8,643.84,1605.57,1420.19,552.05,48.12,520.38,8.4673,38.48,23.0938
14,173,7,644.09,1603.45,1423.9,551.64,48.05,520.2,8.5031,38.61,23.0647
14,174,6,643.85,1605.95,1425.54,551.92,48.15,519.81,8.5081,38.64,23.0226
14,175,5,643.5,1604.22,1425.67,551.64,48.19,520.37,8.5324,38.47,23.0489
14,176,4,643.49,1599.4,1427.06,551.48,48.08,520.14,8.5309,38.46,23.1078
14,177,3,644.17,1599.2,1424.67,551.93,48.04,519.92,8.5166,38.46,23.0187
14,178,2,643.31,1603.1,1432.46,551.16,48.26,519.98,8.4919,38.44,23.0785
14,179,1,643.7,1609.93,1425.93,551.96,48.3,519.89,8.5305,38.34,23.0647
14,180,0,643.49,1597.94,1427.6,551.29,48.32,520.56,8.5237,38.36,22.9824
15,1,206,642.0,1576.75,1394.77,554.97,46.98,522.88,8.4102,38.87,23.3903
15,2,205,642.14,1588.84,1394.27,554.18,47.08,522.82,8.4101,39.12,23.4014
15,3,204,642.05,1581.96,1395.53,554.55,47.18,522.62,8.3922,38.89,23.4291
15,4,203,641.97,1587.35,1393.24,554.75,46.92,522.67,8.4142,39.12,23.4905
15,5,202,642.33,1584.7,1392.44,554.72,47.34,523.02,8.3915,39.09,23.4482
15,6,201,641.81,1586.84,1395.7,554.47,47.15,522.62,8.3864,39.14,23.5058
15,7,200,642.41,1582.35,1393.78,553.71,47.3,522.29,8.3942,39.26,23.4558
15,8,199,642.41,1582.04,1395.75,554.93,47.35,522.26,8.3968,38.96,23.3113
15,9,198,642.0,1580.24,1397.41,554.99,47.01,522.14,8.3748,39.16,23.486
15,10,197,642.26,1584.19,1396.7,554.77,47.11,522.44,8.4223,38.9,23.371
15,11,196,641.9,1585.36,1390.35,554.74,47.11,522.54,8.3967,39.19,23.4066
15,12,195,642.11,1582.54,1402.78,555.21,47.1,522.38,8.3678,39.1,23.3218
15,13,194,642.21,1581.36,1395.44,555.21,47.23,522.53,8.4029,39.01,23.4324
15,14,193,641.66,1581.98,1400.45,554.01,47.22,522.08,8.3826,39.03,23.5056
15,15,192,642.01,1585.44,1401.33,554.81,47.06,522.39,8.3603,38.86,23.3726
15,16,191,641.71,1579.91,1406.45,554.47,47.16,522.54,8.3792,39.01,23.5067
15,17,190,641.81,1581.88,1392.92,555.16,47.12,522.21,8.3948,39.01,23.4125
15,18,189,641.86,1579.26,1390.03,554.27,47.14,522.77,8.3908,39.11,23.4096
15,19,188,642.2,1590.89,1391.23,555.09,47.2,521.77,8.3592,38.94,23.4053
15,20,187,641.73,1583.08,1392.71,554.48,47.17,522.94,8.4075,39.02,23.4697
15,21,186,642.51,1576.58,1395.29,554.48,47.14,522.62,8.3991,39.0,23.4136
15,22,185,641.84,1578.51,1396.75,554.36,47.2,522.28,8.4158,39.0,23.3403
15,23,184,641.96,1577.75,1395.0,554.54,47.19,522.05,8.3967,39.0,23.4621
15,24,183,642.45,1589.29,1397.04,555.26,47.11,522.87,8.3978,39.03,23.4335
15,25,182,642.4,1587.75,1398.65,555.19,47.17,522.68,8.4046,39.13,23.4505
15,26,181,642.17,1582.05,1397.76,554.7,46.99,522.62,8.3955,39.12,23.3932
15,27,180,642.07,1588.41,1406.57,554.82,47.19,522.23,8.417,38.99,23.3395
15,28,179,641.91,1589.8,1392.82,555.27,47.13,523.05,8.3697,39.11,23.4034
15,29,178,641.79,1582.38,1389.69,554.7,47.29,522.58,8.3781,38.86,23.3724
15,30,177,642.24,1574.15,1396.49,555.14,47.06,523.06,8.3799,39.27,23.3407
15,31,176,641.99,1580.38,1402.78,554.33,47.37,522.74,8.406,39.03,23.4515
15,32,175,642.14,1584.56,1396.39,553.74,47.29,522.27,8.3852,39.0,23.4328
15,33,174,642.11,1584.96,1397.69,553.97,47.16,522.4,8.3959,39.09,23.4391
15,34,173,641.85,1590.39,1392.99,554.58,47.25,522.48,8.3996,38.94,23.3261
15,35,172,642.41,1583.28,1402.65,554.62,47.11,522.24,8.3939,39.09,23.4322
15,36,171,642.56,1591.33,1396.09,554.41,47.05,522.92,8.3603,38.97,23.454
15,37,170,641.95,1589.69,1394.87,555.23,47.27,522.26,8.3612,38.92,23.4714
15,38,169,641.98,1580.82,1397.0,555.54,47.09,522.98,8.3884,39.22,23.4945
15,39,168,642.01,1587.69,1393.64,554.4,47.16,522.43,8.4369,38.98,23.3673
15,40,167,642.5,1584.58,1398.07,554.13,47.13,522.12,8.4109,39.07,23.369
15,41,166,641.96,1583.84,1393.26,554.32,47.23,522.11,8.4012,39.0,23.4862
15,42,165,642.57,1584.18,1393.0,554.81,47.01,522.99,8.3769,38.98,23.3555
15,43,164,642.51,1585.4,1395.43,554.85,47.23,522.39,8.4141,39.1,23.445
15,44,163,642.18,1581.48,1393.57,555.01,47.04,521.99,8.4089,39.08,23.4563
15,45,162,642.26,1580.47,1395.59,554.99,47.03,521.96,8.4198,38.95,23.3652
15,46,161,642.15,1580.58,1407.34,554.3,47.0,521.84,8.4182,39.16,23.4855
15,47,160,641.74,1593.18,1396.56,553.37,47.48,522.16,8.3926,39.06,23.3375
15,48,159,642.23,1581.61,1395.42,554.36,47.17,522.12,8.4052,39.09,23.4105
15,49,158,641.74,1584.85,1395.15,555.46,47.34,521.98,8.4285,38.87,23.4577
15,50,157,642.26,1583.47,1403.78,554.72,47.22,522.39,8.3897,39.07,23.4351
15,51,156,641.74,1584.66,1397.29,554.48,47.36,522.27,8.3835,38.93,23.4525
15,52,155,642.26,1587.69,1399.54,554.23,47.14,522.1,8.394,39.23,23.3558
15,53,154,641.76,1584.18,1394.35,554.78,47.14,522.27,8.3804,39.08,23.4221
15,54,153,642.05,1581.83,1398.56,554.9,47.24,522.54,8.4064,39.11,23.4045
15,55,152,642.57,1582.97,1393.88,555.23,47.29,521.62,8.4138,38.95,23.392
15,56,151,642.66,1584.24,1399.54,554.9,47.08,522.39,8.3877,39.07,23.5732
15,57,150,642.11,1587.81,1393.48,554.95,47.23,522.17,8.3816,39.08,23.4629
15,58,149,641.89,1584.11,1397.73,554.5,47.23,522.44,8.3711,38.99,23.4157
15,59,148,641.81,1577.52,1399.53,554.44,47.43,522.59,8.3715,38.67,23.4619
15,60,147,642.0,1578.56,1400.34,554.39,47.21,521.89,8.3925,38.92,23.3673
15,61,146,642.29,1588.69,1389.96,554.75,47.23,522.65,8.4208,39.14,23.3634
15,62,145,642.21,1578.29,1398.03,554.54,47.09,522.46,8.4105,39.01,23.3912
15,63,144,642.53,1581.64,1399.61,554.07,47.27,521.83,8.4021,38.96,23.4058
15,64,143,642.4,1584.95,1402.52,554.62,47.11,522.47,8.419,38.87,23.4125
15,65,142,642.44,1591.69,1397.08,554.48,47.37,522.11,8.3409,38.95,23.3545
15,66,141,643.13,1586.26,1398.34,554.67,47.18,522.36,8.4068,38.93,23.4124
15,67,140,642.86,1582.86,1399.6,554.45,47.25,522.43,8.4007,38.95,23.4194
15,68,139,642.01,1591.15,1399.59,554.29,47.23,521.51,8.4166,38.97,23.5508
15,69,138,642.63,1584.83,1389.68,554.68,47.18,522.91,8.3951,39.1,23.357
15,70,137,642.18,1590.23,1398.83,555.08,47.29,522.29,8.4326,39.05,23.4105
15,71,136,642.6,1586.84,1396.53,554.75,47.37,522.84,8.3923,38.83,23.3468
15,72,135,642.24,1583.64,1403.24,555.1,47.26,522.32,8.419,39.03,23.377
15,73,134,641.75,1586.52,1404.62,554.55,47.14,522.59,8.3891,39.1,23.4947
15,74,133,642.33,1587.38,1403.28,553.86,47.17,522.83,8.3914,38.9,23.3666
15,75,132,641.85,1585.44,1390.22,554.45,47.26,522.41,8.4125,39.08,23.5043
15,76,131,642.21,1595.24,1397.85,554.71,47.3,522.07,8.378,39.0,23.3428
15,77,130,642.36,1584.32,1393.14,554.33,47.45,521.96,8.4374,38.96,23.2786
15,78,129,642.51,1586.82,1399.83,554.15,46.99,522.31,8.3634,39.03,23.4495
15,79,128,641.82,1587.74,1396.19,554.26,47.35,521.75,8.4457,38.93,23.3939
15,80,127,641.95,1590.36,1399.08,554.77,47.37,522.02,8.3893,39.03,23.4507
15,81,126,642.24,1583.1,1393.56,554.13,47.14,522.06,8.3818,39.08,23.3683
15,82,125,641.96,1583.45,1403.43,554.33,47.23,522.48,8.3999,38.86,23.4031
15,83,124,642.28,1583.51,1397.4,554.55,47.19,521.82,8.413,38.89,23.2544
15,84,123,642.17,1585.11,1396.87,554.38,47.36,522.62,8.3981,38.86,23.3906
15,85,122,642.12,1578.89,1394.12,554.02,47.26,522.16,8.4396,39.17,23.4975
15,86,121,641.94,1581.75,1406.17,554.1,47.33,522.45,8.3758,39.17,23.3478
15,87,120,641.92,1589.06,1399.81,553.91,47.27,522.2,8.395,39.09,23.349
15,88,119,642.06,1587.41,1401.08,554.05,47.15,522.61,8.4119,39.05,23.4703
15,89,118,642.02,1585.47,1402.98,554.73,47.15,521.86,8.4252,39.0,23.4427
15,90,117,642.35,1592.35,1402.51,553.83,47.43,522.01,8.3963,39.04,23.4098
15,91,116,642.46,1581.34,1405.34,554.14,47.31,522.65,8.4111,38.96,23.2973
15,92,115,641.62,1588.91,1406.95,553.74,47.22,521.72,8.4418,38.97,23.3102
15,93,114,641.89,1583.71,1398.49,553.67,47.33,521.9,8.3862,39.07,23.4829
15,94,113,642.33,1585.91,1402.22,554.23,47.37,522.53,8.3945,39.04,23.2893
15,95,112,642.57,1582.79,1402.67,553.66,47.23,522.2,8.3953,39.22,23.3732
15,96,111,642.3,1587.8,1393.12,554.17,47.22,522.03,8.4367,39.07,23.4881
15,97,110,642.0,1594.93,1396.41,554.14,47.43,522.1,8.3998,39.03,23.366
15,98,109,641.97,1586.38,1405.04,553.26,47.28,522.18,8.3754,39.05,23.4135
15,99,108,642.8,1589.94,1402.19,554.51,47.38,522.22,8.4147,38.97,23.4945
15,100,107,642.08,1588.67,1396.26,554.1,47.32,522.65,8.4117,39.21,23.3159
15,101,106,642.38,1578.98,1396.3,554.36,47.23,522.49,8.4371,39.1,23.4591
15,102,105,641.9,1581.1,1402.09,553.56,47.24,521.94,8.4293,39.1,23.3745
15,103,104,642.57,1586.84,1403.11,553.29,47.37,521.86,8.429,38.98,23.4535
15,104,103,642.43,1587.78,1401.92,554.12,47.43,522.09,8.3723,39.08,23.4065
15,105,102,642.18,1588.27,1398.2,554.79,47.41,522.34,8.4073,39.0,23.385
15,106,101,642.68,1589.72,1400.98,553.99,47.18,522.13,8.4173,38.88,23.348
15,107,100,642.74,1591.35,1395.01,554.07,47.15,521.74,8.3911,39.03,23.3286
15,108,99,642.06,1583.94,1399.22,554.39,47.22,521.83,8.4221,38.95,23.387
15,109,98,642.51,1589.15,1395.3,553.68,47.35,522.01,8.4054,38.79,23.4098
15,110,97,642.22,1589.73,1393.1,554.46,47.42,522.17,8.3995,39.06,23.348
15,111,96,642.39,1581.07,1400.61,553.78,47.38,521.86,8.3951,38.84,23.3774
15,112,95,641.71,1582.81,1405.7,553.56,47.42,521.56,8.4127,39.06,23.321
15,113,94,642.05,1579.46,1402.68,553.78,47.28,521.95,8.4212,39.06,23.4102
15,114,93,642.37,1591.91,1404.17,554.3,47.27,521.64,8.4124,38.79,23.42
15,115,92,642.63,1589.26,1404.83,553.59,47.31,521.65,8.4103,38.93,23.4324
15,116,91,642.49,1588.93,1402.16,553.74,47.32,522.28,8.393,38.93,23.3816
15,117,90,642.44,1588.01,1399.93,553.94,47.29,521.79,8.4195,38.99,23.2936
15,118,89,641.45,1590.8,1402.87,553.84,47.14,521.86,8.4226,38.77,23.3585
15,119,88,642.26,1580.44,1395.59,554.33,47.35,521.7,8.3684,38.91,23.3598
15,120,87,641.7,1587.63,1398.3,554.06,47.45,521.81,8.3796,39.05,23.3618
15,121,86,643.1,1594.17,1394.78,554.38,47.5,521.85,8.4313,39.08,23.3346
15,122,85,642.11,1584.97,1398.55,554.97,47.52,522.16,8.3882,38.96,23.3643
15,123,84,642.17,1582.85,1408.4,554.05,47.27,521.77,8.4253,38.85,23.3931
15,124,83,642.5,1588.45,1405.57,553.43,47.34,521.6,8.4107,38.79,23.3535
15,125,82,642.84,1588.86,1404.73,553.02,47.35,521.95,8.4329,38.97,23.4524
15,126,81,641.95,1593.68,1401.22,553.51,47.5,522.23,8.4258,38.93,23.2533
15,127,80,642.1,1589.3,1397.59,553.7,47.54,521.8,8.4339,39.12,23.2636
15,128,79,642.66,1587.07,1410.27,554.08,47.35,522.37,8.4279,38.79,23.298
15,129,78,641.54,1583.6,1404.57,553.76,47.45,521.66,8.4285,38.76,23.3012
15,130,77,642.34,1589.19,1402.03,553.8,47.35,521.79,8.4502,38.83,23.3836
15,131,76,642.26,1585.34,1404.06,553.87,47.56,521.83,8.4413,38.78,23.41
15,132,75,642.74,1579.91,1406.23,554.04,47.58,521.72,8.4236,38.94,23.3697
15,133,74,642.19,1577.58,1405.78,553.86,47.47,521.34,8.4078,39.05,23.2832
15,134,73,642.69,1592.02,1405.44,553.16,47.46,521.62,8.4609,39.01,23.3382
15,135,72,642.18,1588.62,1408.15,553.85,47.43,522.03,8.4478,39.18,23.4428
15,136,71,642.59,1581.14,1403.22,553.41,47.41,522.26,8.4545,38.75,23.3093
15,137,70,642.82,1585.75,1398.79,553.84,47.35,521.84,8.4433,38.92,23.3069
15,138,69,642.05,1585.88,1406.24,553.76,47.48,521.69,8.4561,38.78,23.3039
15,139,68,642.45,1592.16,1410.66,553.94,47.44,521.49,8.4328,38.77,23.3034
15,140,67,642.96,1589.89,1404.6,552.94,47.46,522.09,8.4463,38.88,23.3203
15,141,66,642.37,1592.65,1403.51,553.55,47.43,521.7,8.4352,38.94,23.2308
15,142,65,642.49,1588.19,1403.8,553.41,47.44,521.69,8.3975,38.88,23.2852
15,143,64,642.32,1582.47,1406.21,553.83,47.44,521.46,8.4468,38.92,23.3247
15,144,63,643.21,1588.64,1401.59,553.06,47.49,521.51,8.4551,38.88,23.3139
15,145,62,642.44,1586.94,1398.81,553.79,47.54,521.41,8.4322,38.89,23.3343
15,146,61,643.2,1590.01,1405.95,553.59,47.63,521.81,8.4268,39.01,23.3157
15,147,60,642.52,1589.85,1411.7,554.21,47.55,521.09,8.4442,38.82,23.2988
15,148,59,642.89,1585.94,1405.24,553.17,47.49,521.8,8.4288,38.82,23.3257
15,149,58,642.43,1586.98,1401.05,554.26,47.45,521.55,8.4384,38.85,23.3283
15,150,57,642.44,1586.08,1410.5,553.07,47.56,520.85,8.4335,38.89,23.249
15,151,56,642.47,1588.62,1409.6,553.32,47.43,521.43,8.4453,38.86,23.2729
15,152,55,642.21,1595.25,1408.89,553.74,47.42,521.89,8.457,38.82,23.3143
15,153,54,642.81,1590.55,1405.44,553.88,47.49,521.52,8.4141,38.79,23.1558
15,154,53,642.9,1584.03,1410.34,552.86,47.49,521.33,8.4523,38.8,23.3389
15,155,52,642.36,1583.3,1409.17,553.51,47.71,521.0,8.4334,38.83,23.2392
15,156,51,643.24,1590.1,1407.82,553.63,47.42,521.48,8.4387,38.82,23.267
15,157,50,642.82,1593.53,1406.36,553.83,47.56,521.42,8.4453,38.89,23.2984
15,158,49,642.93,1592.39,1407.61,553.5,47.65,521.36,8.4613,38.6,23.3778
15,159,48,642.72,1588.38,1414.99,553.03,47.86,521.06,8.4476,38.81,23.2503
15,160,47,642.71,1585.84,1401.76,552.92,47.47,521.13,8.426,38.86,23.3554
15,161,46,642.93,1591.03,1409.9,553.71,47.76,521.07,8.468,38.86,23.2804
15,162,45,642.85,1593.57,1409.35,553.6,47.59,521.24,8.4355,38.85,23.352
15,163,44,643.4,1587.45,1411.16,552.8,47.6,521.73,8.4678,38.86,23.317
15,164,43,643.12,1589.35,1408.98,552.68,47.71,521.17,8.4362,38.55,23.2515
15,165,42,643.15,1592.59,1413.07,552.4,47.77,521.18,8.4613,38.71,23.2397
15,166,41,642.77,1590.17,1415.43,552.73,47.68,520.92,8.4733,38.8,23.1769
15,167,40,643.03,1589.24,1406.28,553.16,47.69,521.06,8.4414,38.58,23.1966
15,168,39,642.56,1589.81,1404.76,553.17,47.6,521.5,8.4642,38.85,23.2577
15,169,38,642.8,1592.88,1409.42,553.0,47.58,521.1,8.442,38.75,23.226
15,170,37,642.76,1601.76,1411.39,553.18,47.63,521.12,8.494,38.7,23.2024
15,171,36,643.06,1595.83,1416.74,552.41,47.67,521.53,8.4464,38.68,23.2776
15,172,35,642.88,1595.04,1410.23,552.74,47.61,520.88,8.4838,38.79,23.2144
15,173,34,643.35,1589.53,1419.42,553.26,47.77,520.48,8.452,38.8,23.2054
15,174,33,643.38,1593.92,1407.39,552.69,47.7,522.07,8.462,38.73,23.2705
15,175,32,643.07,1603.56,1415.76,552.35,47.64,520.06,8.4539,38.62,23.1327
15,176,31,642.57,1592.48,1418.25,552.66,47.66,521.0,8.4904,38.72,23.2662
15,177,30,642.68,1592.29,1411.65,552.32,47.65,520.69,8.4307,38.85,23.2184
15,178,29,643.29,1589.52,1414.35,553.14,47.81,521.11,8.4944,38.75,23.2851
15,179,28,643.14,1595.76,1417.69,552.38,47.66,520.88,8.4928,38.6,23.2347
15,180,27,643.68,1589.14,1411.81,552.33,47.79,521.01,8.4932,38.6,23.2513
15,181,26,642.86,1596.76,1415.11,552.3,47.73,520.83,8.4666,38.62,23.2802
15,182,25,643.18,1598.66,1411.34,552.36,47.91,520.65,8.4688,38.63,23.2362
15,183,24,643.12,1599.11,1416.83,552.09,47.95,520.94,8.4597,38.68,23.1345
15,184,23,643.18,1590.86,1423.28,552.36,47.85,521.3,8.4563,38.7,23.1749
15,185,22,643.66,1594.37,1418.4,552.46,48.05,520.79,8.4975,38.81,23.162
15,186,21,642.89,1593.82,1421.59,552.97,47.9,520.49,8.4862,38.65,23.2497
15,187,20,642.59,1596.53,1419.27,552.39,47.9,520.74,8.4711,38.69,23.1392
15,188,19,643.64,1595.04,1425.28,552.7,47.62,520.57,8.485,38.6,23.2026
15,189,18,643.48,1593.45,1421.73,553.09,47.91,520.12,8.4673,38.43,23.1478
15,190,17,643.25,1598.19,1417.33,552.08,47.89,520.78,8.5213,38.38,23.2012
15,191,16,642.88,1597.57,1426.05,551.77,47.89,519.81,8.4902,38.69,23.0837
15,192,15,643.57,1596.63,1414.34,551.87,47.99,520.11,8.5037,38.59,23.1643
15,193,14,643.67,1602.89,1422.12,552.12,48.03,520.0,8.4999,38.37,23.1007
15,194,13,643.24,1606.09,1425.55,551.95,48.04,520.44,8.5292,38.71,23.2484
15,195,12,643.3,1599.35,1417.88,551.58,47.9,520.24,8.4762,38.73,23.1122
15,196,11,643.75,1602.92,1427.19,551.63,48.05,519.96,8.5007,38.47,23.1263
15,197,10,643.48,1595.69,1425.4,551.6,47.91,519.86,8.5073,38.65,23.0755
15,198,9,643.57,1595.22,1426.08,551.3,48.06,520.19,8.4904,38.57,23.0543
15,199,8,643.68,1597.76,1418.77,551.23,48.0,519.71,8.5103,38.63,23.1097
15,200,7,643.74,1594.8,1419.29,552.1,47.93,520.54,8.5169,38.53,23.1659
15,201,6,643.54,1603.41,1418.86,552.23,48.12,520.04,8.4931,38.56,23.2137
15,202,5,643.6,1602.94,1428.07,551.46,47.87,519.64,8.5078,38.37,23.0895
15,203,4,643.93,1604.48,1433.98,551.88,48.1,519.6,8.4912,38.44,23.0578
15,204,3,643.38,1604.93,1435.38,551.59,48.04,519.92,8.4576,38.51,23.064
15,205,2,643.46,1599.75,1425.96,550.98,48.3,519.67,8.5154,38.55,23.1362
15,206,1,643.84,1608.43,1429.5,550.77,48.19,520.13,8.5487,38.42,23.104
15,207,0,643.65,1599.27,1433.72,551.59,48.3,519.67,8.5381,38.43,23.0375
16,1,208,642.9,1583.42,1411.32,552.96,47.41,520.82,8.4573,38.84,23.2792
16,2,207,642.43,1593.21,1399.44,553.49,47.56,521.27,8.4102,38.96,23.3185
16,3,206,642.57,1592.17,1411.88,552.92,47.57,521.3,8.4546,38.58,23.3094
16,4,205,642.83,1583.86,1407.9,552.41,47.65,521.05,8.4751,38.74,23.2993
16,5,204,642.83,1590.75,1415.65,553.0,47.3,520.94,8.468,38.69,23.3035
16,6,203,642.9,1594.93,1401.3,554.22,47.68,521.37,8.4711,38.93,23.3299
16,7,202,643.6,1595.16,1416.51,552.5,47.58,521.25,8.3989,38.85,23.269
16,8,201,642.68,1593.88,1403.58,552.25,47.59,521.75,8.4507,38.77,23.1964
16,9,200,642.6,1595.17,1407.39,553.39,47.73,521.47,8.4436,38.93,23.3741
16,10,199,643.01,1585.19,1407.4,552.65,47.65,521.45,8.4403,38.95,23.3457
16,11,198,642.96,1597.12,1412.89,553.38,47.48,521.39,8.457,38.86,23.235
16,12,197,642.84,1596.1,1412.87,553.18,47.64,521.0,8.4553,38.8,23.3143
16,13,196,642.3,1580.59,1415.69,553.06,47.58,521.7,8.4589,38.95,23.2962
16,14,195,642.56,1593.9,1412.3,552.49,47.59,521.43,8.4581,38.82,23.2913
16,15,194,642.81,1583.74,1407.76,552.7,47.4,521.23,8.4731,38.82,23.3314
16,16,193,642.92,1597.45,1408.44,552.94,47.48,521.19,8.439,38.92,23.3045
16,17,192,642.3,1592.55,1413.17,552.88,47.68,521.64,8.5058,38.97,23.2584
16,18,191,642.74,1588.24,1415.16,553.3,47.62,521.17,8.4163,38.68,23.2525
16,19,190,643.25,1589.64,1406.94,552.23,47.72,521.37,8.4503,38.82,23.2175
16,20,189,642.82,1586.98,1409.82,553.22,47.64,521.25,8.4321,38.77,23.2288
16,21,188,643.06,1590.99,1407.12,553.11,47.57,521.17,8.4729,38.77,23.2845
16,22,187,642.3,1593.29,1403.39,553.51,47.77,521.33,8.4692,38.75,23.2237
16,23,186,642.5,1593.21,1406.08,552.83,47.61,521.73,8.446,38.94,23.3972
16,24,185,643.0,1589.47,1406.95,553.2,47.59,521.06,8.4398,38.96,23.2359
16,25,184,642.86,1585.77,1404.33,553.88,47.49,521.5,8.4417,38.9,23.2828
16,26,183,642.59,1588.57,1406.58,552.3,47.7,521.03,8.4755,38.89,23.2548
16,27,182,642.36,1588.9,1412.82,553.85,47.75,521.57,8.4393,38.87,23.1782
16,28,181,642.9,1594.26,1404.36,553.51,47.68,520.82,8.4846,38.82,23.2941
16,29,180,642.83,1593.36,1409.8,552.79,47.58,521.33,8.453,38.86,23.2945
16,30,179,642.57,1587.58,1406.71,552.76,47.47,521.13,8.4607,38.61,23.4158
16,31,178,642.79,1593.29,1414.7,553.23,47.61,521.67,8.4621,38.7,23.3235
16,32,177,643.11,1594.51,1413.42,553.43,47.5,521.08,8.449,38.84,23.2429
16,33,176,643.07,1592.58,1406.42,553.21,47.53,521.53,8.4564,38.72,23.3263
16,34,175,642.77,1581.93,1409.91,552.9,47.46,520.83,8.4642,38.83,23.2277
16,35,174,642.68,1589.19,1412.25,553.02,47.7,521.54,8.4688,38.84,23.1409
16,36,173,642.58,1586.21,1401.84,553.18,47.62,521.88,8.445,38.86,23.3335
16,37,172,642.43,1588.54,1407.45,552.95,47.39,521.35,8.4644,38.82,23.2639
16,38,171,642.33,1590.72,1410.52,553.39,47.53,521.3,8.4214,38.96,23.2394
16,39,170,642.7,1593.41,1412.23,553.12,47.56,521.29,8.4446,38.73,23.194
16,40,169,642.7,1593.39,1411.15,553.16,47.77,521.0,8.4425,38.77,23.1897
16,41,168,642.46,1595.11,1415.71,552.83,47.61,520.8,8.4615,38.78,23.3384
16,42,167,642.88,1593.16,1408.39,553.84,47.71,521.48,8.4789,38.95,23.2211
16,43,166,642.4,1589.08,1421.17,552.74,47.59,520.99,8.4489,38.61,23.2488
16,44,165,642.38,1593.16,1409.48,553.47,47.71,521.43,8.4648,38.78,23.3499
16,45,164,642.7,1585.66,1409.55,553.34,47.52,521.62,8.5035,38.85,23.3491
16,46,163,643.02,1588.24,1420.29,552.87,47.51,521.65,8.4147,38.75,23.2987
16,47,162,642.62,1598.58,1411.15,552.68,47.68,521.12,8.4197,38.71,23.2019
16,48,161,642.81,1585.74,1412.69,553.58,47.58,520.84,8.4429,38.66,23.1808
16,49,160,643.45,1595.47,1408.92,553.42,47.68,521.33,8.4647,38.79,23.3091
